id,ten,ten_en,loai_ngay,ngay_am,ngay_duong,ngay_nghi_le,nhom,muc_do,ngay_truoc,ngay_sau,lich_cong_bo,mo_ta,nguon,ghi_chu
le-hoi-den-bao-ha,Lễ hội đền Bảo Hà,Đền Bảo Hà Festival,lunar,17/7,,khong,tin-nguong,minor,0,0,,"Lễ hội ngày 17 tháng Bảy âm lịch tưởng nhớ danh tướng Hoàng Bảy, người đánh giặc giữ vùng biên cuối thời Hậu Lê, được triều Nguyễn phong Thần vệ quốc. Dân gian quen gọi là đền Ông Hoàng Bảy. Di sản văn hóa phi vật thể quốc gia năm 2016.",bien-tap,
le-hoi-den-cho-cui,Lễ hội đền Chợ Củi,Cho Cui Temple Festival,lunar,3/10,,khong,tin-nguong,minor,0,7,,"Lễ hội ở đền thờ Quan Hoàng Mười bên bờ sông Lam, theo lệ diễn ra từ mùng 3 đến mùng 10 tháng Mười âm, chính giỗ ngày 10; năm 2025 tổ chức 22-29/11 dương lịch.",bien-tap,
le-hoi-den-con,Lễ hội đền Cờn,Đền Cờn Festival,lunar,20/1,,khong,tin-nguong,minor,1,1,,"Lễ hội lớn bậc nhất xứ Nghệ, mang đậm văn hóa biển, ở ngôi đền bên sông Mai Giang. Có lễ rước kiệu, chạy ói, cầu ngư, đại tế, cùng đua thuyền, cờ thẻ, kéo co. Di sản văn hóa phi vật thể quốc gia.",bien-tap,
le-hoi-den-cong-dong-bac-le,Lễ hội đền Công Đồng Bắc Lệ,Bac Le Temple Festival,lunar,18/9,,khong,tin-nguong,minor,0,2,,"Lễ hội ở ngôi đền thờ Mẫu Thượng Ngàn nổi tiếng xứ Lạng, diễn ra 18 đến 20 tháng 9 âm lịch với lễ tắm ngai, lễ chính tiệc Mẫu và lễ rước.",bien-tap,
le-hoi-den-cua-ong,Lễ hội đền Cửa Ông,Đền Cửa Ông Festival,lunar,3/2,,khong,tin-nguong,minor,0,1,,"Lễ hội tưởng nhớ Hưng Nhượng Vương Trần Quốc Tảng, con trai Hưng Đạo Đại vương, người trấn giữ vùng biên Đông Bắc. Đền gồm đền Hạ, đền Trung, đền Thượng trên sườn đồi nhìn ra vịnh Bái Tử Long. Di sản văn hóa phi vật thể quốc gia năm 2016.",bien-tap,
le-hoi-den-cuong,Lễ hội đền Cuông,Đền Cuông Festival,lunar,15/2,,khong,tin-nguong,minor,3,1,,"Lễ hội ở đền Cuông trên núi Mộ Dạ tưởng nhớ Thục An Dương Vương. Sáng 15 tháng Hai rước kiệu Vua, kiệu công chúa Mỵ Châu và kiệu tướng Cao Lỗ từ nhà thờ họ Cao và đền Xuân Ái về đền.",bien-tap,
le-hoi-den-do,Lễ hội đền Đô,Đô Temple Festival,lunar,15/3,,khong,tin-nguong,minor,1,1,,"Lễ hội đền thờ tám vị vua triều Lý, diễn ra 14 tới 16 tháng Ba âm lịch, chính hội ngày 15 kỷ niệm Lý Công Uẩn lên ngôi.",bien-tap,
le-hoi-den-dong-bang,Lễ hội đền Đồng Bằng,Đồng Bằng Temple Festival,lunar,20/8,,khong,tin-nguong,minor,0,6,,"Hội tứ phủ lớn ở đền Đồng Bằng, thờ Vua Cha Bát Hải Động Đình cùng Hưng Đạo Đại Vương và các tướng nhà Trần, mở ngày 20 tới 26 tháng Tám âm lịch. Có rước kiệu, hát văn hầu đồng, tế lễ, cùng bơi trải, vật, kéo co, cờ tướng. Di sản văn hóa phi vật thể quốc gia năm 2016.",bien-tap,
le-hoi-den-hai-ba-trung-me-linh,Lễ hội đền Hai Bà Trưng (Mê Linh),Hai Bà Trưng Temple Festival (Mê Linh),lunar,6/1,,khong,tin-nguong,minor,0,2,,"Lễ hội tưởng nhớ Hai Bà Trưng tại quê nhà Mê Linh, khai hội mùng 6 tháng Giêng và kéo dài tới mùng 8.",bien-tap,
le-hoi-den-hat-mon,Lễ hội đền Hát Môn,Đền Hát Môn Festival,lunar,6/3,,khong,tin-nguong,minor,2,0,,"Mùng 6 tháng Ba là ngày Hai Bà Trưng hóa ở sông Hát, dân Hát Môn mở hội từ mùng 4 tới mùng 6. Nét riêng là tục rước bánh trôi dâng Hai Bà, theo tích Hai Bà ăn bánh trôi trước khi tuẫn tiết. Di sản văn hóa phi vật thể quốc gia năm 2016.",bien-tap,
le-hoi-den-ky-cung-den-ta-phu,"Lễ hội đền Kỳ Cùng, đền Tả Phủ",Kỳ Cùng and Tả Phủ Temples Festival,lunar,22/1,,khong,tin-nguong,minor,0,5,,"Lễ hội lớn nhất xứ Lạng, diễn ra từ 22 tới 27 tháng Giêng. Ngày 22 rước kiệu Quan Tuần Tranh từ đền Kỳ Cùng sang đền Tả Phủ tạ ơn Hán Quận Công Thân Công Tài, ngày 27 rước về. Di sản văn hóa phi vật thể quốc gia năm 2015.",bien-tap,
le-hoi-den-mau-au-co,Lễ hội đền Mẫu Âu Cơ,Mẫu Âu Cơ Temple Festival,lunar,7/1,,khong,tin-nguong,minor,0,0,,"Mùng 7 tháng Giêng là ngày tương truyền Tổ Mẫu Âu Cơ giáng trần, dân Hiền Lương mở hội dâng hương tri ân người mẹ của trăm trứng. Tín ngưỡng thờ Mẫu Âu Cơ là Di sản văn hóa phi vật thể quốc gia từ năm 2017.",bien-tap,
le-hoi-den-ong-hoang-muoi,Lễ hội đền Ông Hoàng Mười,Ong Hoang Muoi Temple Festival,lunar,10/10,,khong,tin-nguong,minor,0,0,,"Ngày 10 tháng Mười âm là ngày hóa của Quan Hoàng Mười; lễ gồm rước sắc phong, yết cáo, đại tế, nghi lễ hầu đồng và các trò chơi dân gian.",bien-tap,
le-hoi-den-tho-le-lai,Lễ hội đền thờ Lê Lai,Le Lai Temple Festival,lunar,21/8,,khong,tin-nguong,minor,0,0,,"Lễ hội diễn ra ngày 21 tháng Tám âm (ngày trước lễ Lam Kinh 22/8, theo câu ""hai mốt Lê Lai, hai hai Lê Lợi"") và mùng 8 tháng Giêng, có tế lễ, rước kiệu, hát chầu văn, múa kiếm.",bien-tap,
le-hoi-den-thuong-lao-cai,Lễ hội đền Thượng Lào Cai,"Đền Thượng Festival, Lào Cai",lunar,15/1,,khong,tin-nguong,minor,0,0,,Lễ hội Rằm tháng Giêng ở đền Thượng nơi cửa khẩu Lào Cai tưởng nhớ Hưng Đạo Đại vương Trần Quốc Tuấn. Có lễ rước kiệu lên đền và dâng hương cầu quốc thái dân an. Di sản văn hóa phi vật thể quốc gia năm 2016.,bien-tap,
le-hoi-den-tran-thai-binh,Lễ hội đền Trần Thái Bình,Trần Temple Festival (Thái Bình),lunar,13/1,,khong,tin-nguong,minor,0,4,,"Lễ hội ở khu lăng mộ và đền thờ các vua triều Trần tại Tiến Đức, quê gốc nhà Trần, tưởng nhớ các vua Trần. Có lễ bái yết, rước nước, khai ấn. Di sản văn hóa phi vật thể quốc gia năm 2014; khác lễ khai ấn đền Trần Nam Định.",bien-tap,
le-hoi-den-tranh,Lễ hội đền Tranh,Tranh Temple Festival,lunar,25/5,,khong,tin-nguong,minor,0,0,,"Lễ hội ở đền Tranh thờ Quan Lớn Tuần Tranh, một vị quan trong tín ngưỡng thờ Mẫu Tam phủ. Cả tháng Năm âm lịch là tháng tiệc với hát chầu văn, chính tiệc ngày 25 là ngày mất tương truyền của Quan Lớn. Di sản văn hóa phi vật thể quốc gia năm 2022.",bien-tap,
le-hoi-dien-hue-nam,Lễ hội điện Huệ Nam,Điện Huệ Nam Festival,lunar,2/3,,khong,tin-nguong,minor,0,1,,"Lễ hội thờ Thánh Mẫu Thiên Y A Na ở điện Hòn Chén trên núi Ngọc Trản bên sông Hương, mở hai kỳ: xuân kỳ tháng Ba và thu tế tháng Bảy âm lịch. Có lễ cung nghinh Mẫu, rước thuyền trên sông Hương và lễ chánh tế. Di sản văn hóa phi vật thể quốc gia năm 2024.",bien-tap,
le-hoi-dinh-cau,Lễ hội Dinh Cậu,Dinh Cau Shrine Festival (Phu Quoc),lunar,15/10,,khong,tin-nguong,minor,0,1,,"Lễ thờ Chúa Ngọc Nương Nương, Cậu Tài, Cậu Quý, gồm lễ Nghinh Cậu, Yết Cậu và Chánh tế đêm rằm tháng 10, cầu cho ngư dân đảo Phú Quốc đi biển bình an.",bien-tap,
le-hoi-dinh-chem,Lễ hội đình Chèm,Đình Chèm Festival,lunar,15/5,,khong,tin-nguong,minor,1,1,,"Hội làng Chèm giữa tháng Năm âm lịch tưởng nhớ Đức Thánh Chèm Lý Ông Trọng và phu nhân Bạch Tĩnh Cung. Nghi lễ đặc sắc nhất là rước nước bằng thuyền rồng ra giữa sông Hồng, cùng lễ mộc dục, phóng sinh, thi bắt vịt. Di sản văn hóa phi vật thể quốc gia năm 2016.",bien-tap,
le-hoi-dinh-co-long-hai,Lễ hội Dinh Cô Long Hải,"Dinh Cô Festival, Long Hải",lunar,10/2,,khong,tin-nguong,minor,0,2,,"Lễ hội của ngư dân vùng biển Long Hải tưởng nhớ Bà Cô, diễn ra 10 tới 12 tháng Hai âm lịch.",bien-tap,
le-hoi-dinh-than-nguyen-trung-truc-rach-gia,Lễ hội đình thần Nguyễn Trung Trực (Rạch Giá),Nguyen Trung Truc Temple Festival (Rach Gia),lunar,26/8,,khong,tin-nguong,minor,0,2,"2026: 2026-10-06 đến 2026-10-08, chính lễ 2026-10-06, https://www.angiang.dcs.vn/nhieu-hoat-dong-ky-niem-158-nam-anh-hung-dan-toc-nguyen-trung-truc-hy-sinh-1868-2026","Lễ tưởng niệm Nguyễn Trung Trực bị thực dân Pháp xử chém năm 1868 tại Rạch Giá, hằng năm thu hút khoảng một triệu lượt khách; năm 2026 kỷ niệm 158 năm.",bien-tap,
le-hoi-dinh-thay-thim,Lễ hội Dinh Thầy Thím,Thay Thim Temple Festival,lunar,14/9,,khong,tin-nguong,minor,0,2,,"Lễ giỗ chính của Dinh Thầy Thím kéo dài ba ngày với các nghi thức Nghinh Thần, Nhập điện an vị, Dâng cộ bánh, Chánh tế; ngoài ra còn lễ Tảo mộ mùng 5 tháng Giêng.",bien-tap,
le-hoi-dinh-tra-co,Lễ hội đình Trà Cổ,Đình Trà Cổ Festival,lunar,1/6,,khong,tin-nguong,minor,1,2,,"Lễ hội ở ngôi đình cổ nơi địa đầu Móng Cái, dựng từ năm 1461, diễn ra từ 30 tháng Năm tới mùng 3 tháng Sáu âm lịch. Nét riêng là lễ rước Ông Voi chầu thần. Di sản văn hóa phi vật thể quốc gia.",bien-tap,
le-hoi-dong-da-tay-son,"Lễ hội Đống Đa, Tây Sơn",Đống Đa Festival in Tây Sơn,lunar,5/1,,khong,tin-nguong,major,1,0,,"Người đất Tây Sơn mừng chiến thắng Ngọc Hồi, Đống Đa tại Bảo tàng Quang Trung, quê hương ba anh em nhà Tây Sơn, vào chiều mùng 4 và ngày mùng 5 Tết. Có võ cổ truyền Bình Định, trống trận Tây Sơn, đua thuyền, hát bội và tái hiện trận đánh có voi chiến.",bien-tap,
le-hoi-du-lich-bien-sam-son,Lễ hội Du lịch biển Sầm Sơn,Sầm Sơn Beach Tourism Festival,theo-nam,,,khong,khac,minor,0,0,"2026: 2026-04-25 đến 2026-04-25, chính lễ 2026-04-25, https://vnexpress.net/hon-10-000-du-khach-du-le-hoi-du-lich-bien-sam-son-2026-5067553.html","Lễ khai hội mùa du lịch biển của Thanh Hóa, do tỉnh phối hợp với doanh nghiệp tổ chức ở quảng trường biển Sầm Sơn cuối tháng Tư. Chương trình nghệ thuật khai mạc kể lại hành trình của vùng biển Sầm Sơn và kết thúc bằng pháo hoa.",bien-tap,
le-hoi-dua-boi-thuyen-truyen-thong-tren-song-kien-giang,"Lễ hội đua, bơi thuyền truyền thống trên sông Kiến Giang",Kien Giang River Traditional Boat Race Festival,solar,,2/9,khong,tin-nguong,minor,0,0,"2026: 2026-09-02 đến 2026-09-02, chính lễ 2026-09-02, https://nhandan.vn/anh-song-kien-giang-ron-rang-song-nuoc-dua-boi-thuyen-truyen-thong-mung-tet-doc-lap-post985930.html","Hội đua thuyền mừng Tết Độc lập 2/9 trên quê hương Đại tướng Võ Nguyên Giáp; năm 2026 có hơn 1.000 vận động viên, lần đầu do xã Lệ Thủy chủ trì.",bien-tap,
le-hoi-go-dong-da,Lễ hội Gò Đống Đa,Gò Đống Đa Festival,lunar,5/1,,khong,tin-nguong,major,0,1,,"Lễ hội kỷ niệm chiến thắng Ngọc Hồi, Đống Đa, tưởng nhớ Hoàng đế Quang Trung và quân Tây Sơn đại phá quân Thanh mùa xuân Kỷ Dậu 1789. Có tế lễ, rước, dâng hương, biểu diễn võ thuật và cờ người tại di tích quốc gia đặc biệt Gò Đống Đa.",bien-tap,
le-hoi-gom-cham-bau-truc,Lễ hội Gốm Chăm Bàu Trúc,1st Bau Truc Cham Pottery Festival,theo-nam,,,khong,tin-nguong,minor,0,0,"2026: 2026-10-10 đến 2026-10-12, chính lễ 2026-10-10, http://vov.vn/van-hoa/le-hoi-kate-nam-2026-lan-toa-nghe-thuat-lam-gom-cua-nguoi-cham-post1334451.vov","Lễ hội lần đầu tổ chức, quy mô cấp xã mở rộng, gắn với Lễ hội Katê 2026, tôn vinh nghệ thuật làm gốm của người Chăm ở làng Bàu Trúc.",bien-tap,
le-hoi-hoa-ban,Lễ hội Hoa Ban,Hoa Ban Festival,theo-nam,,,khong,khac,minor,0,0,"2026: 2026-03-06 đến 2026-03-12, chính lễ 2026-03-06, https://www.vietnamplus.vn/khai-mac-le-hoi-hoa-ban-tinh-dien-bien-nam-2026-post1097650.vnp","Lễ hội mùa hoa ban của tỉnh Điện Biên, nằm trong Tuần Văn hóa - Du lịch Điện Biên vào tháng Ba dương lịch. Có carnaval đường phố, liên hoan dân ca, dân vũ, trình diễn thực cảnh và các giải thể thao truyền thống như đẩy xe đạp thồ, tải đạn, kéo pháo.",bien-tap,
le-hoi-hoa-dao-xu-lang,Lễ hội Hoa Đào xứ Lạng,Xứ Lạng Peach Blossom Festival,theo-nam,,,khong,khac,minor,0,0,"2026: 2026-01-01 đến 2026-03-16, chính lễ 2026-01-01, https://nhandan.vn/khai-mac-le-hoi-hoa-dao-xu-lang-nam-2026-post941924.html","Lễ hội mùa đào của Lạng Sơn, gồm con đường hoa xuân, triển lãm hoa đào, giao lưu văn hóa, nghệ thuật và thể thao trong dịp Tết. Đêm khai mạc có bắn pháo hoa tầm cao ở khu vực cầu Đông Kinh.",bien-tap,
le-hoi-hoa-phuong-do,Lễ hội Hoa Phượng Đỏ,Red Flamboyant Festival,theo-nam,,,khong,khac,minor,0,0,"2026: 2026-05-08 đến 2026-05-08, chính lễ 2026-05-08, https://www.sggp.org.vn/hai-phong-khai-mac-le-hoi-hoa-phuong-do-nam-2026-post851599.html","Lễ hội của thành phố Hải Phòng vào mùa hoa phượng, gắn với kỷ niệm Ngày Giải phóng Hải Phòng 13/5/1955, khởi nguồn từ năm 2012. Có chương trình nghệ thuật, bắn pháo hoa và nhiều hoạt động văn hóa, thể thao khắp thành phố.",bien-tap,
le-hoi-hoa-tam-giac-mach,Lễ hội hoa Tam giác mạch,Buckwheat Flower Festival (Dong Van Karst Plateau),theo-nam,,,khong,khac,minor,0,0,"2026: 2026-11-06 đến 2026-11-06, chính lễ 2026-11-06, https://www.vietnamplus.vn/tuyen-quang-le-hoi-hoa-tam-giac-mach-2026-se-khai-mac-ngay-611-tai-dong-van-post1128128.vnp","Lễ hội lần thứ XII, chủ đề ""Âm vang miền đá"", tổ chức giữa mùa hoa tam giác mạch trên cao nguyên đá Đồng Văn. Kèm hội chợ thương mại quốc tế Việt Trung 5 đến 11/11 và không gian sản phẩm OCOP.",bien-tap,
le-hoi-kate,Lễ hội Katê,Katê Festival,theo-nam,,,khong,tin-nguong,minor,0,0,"2025: 2025-10-20 đến 2025-10-22, chính lễ 2025-10-21, https://nhandan.vn/khanh-hoa-tung-bung-vui-don-le-hoi-kate-nam-2025-post916892.html; 2026: 2026-10-05 đến 2026-10-12, chính lễ 2026-10-10, http://vov.vn/van-hoa/le-hoi-kate-nam-2026-lan-toa-nghe-thuat-lam-gom-cua-nguoi-cham-post1334451.vov","Katê là lễ hội lớn nhất năm của người Chăm Bàlamôn, tổ chức đầu tháng Bảy theo lịch Chăm để tưởng nhớ tổ tiên, thần linh và các vị vua Chăm. Lịch Chăm khác âm lịch Việt nên ngày dương đổi theo năm: năm 2025 chính lễ ngày 21/10, năm 2026 ngày 10/10.",bien-tap,
le-hoi-ky-yen-thoai-ngoc-hau,Lễ hội Kỳ Yên đình Thoại Ngọc Hầu,Kỳ Yên Festival at Thoại Ngọc Hầu Communal House,lunar,10/3,,khong,tin-nguong,minor,0,2,,"Lễ hội cầu an tưởng nhớ Thoại Ngọc Hầu, người khai phá vùng Thoại Sơn, diễn ra 10 tới 12 tháng Ba âm lịch.",bien-tap,
le-hoi-lam-chay,Lễ hội Làm Chay,Làm Chay Festival,lunar,16/1,,khong,tin-nguong,minor,2,0,,"Lễ hội ở đình Tân Xuân, Tầm Vu, bắt nguồn từ việc dân làng mượn lễ trừ tà đuổi sâu bệnh để cúng hai nghĩa sĩ Đỗ Tường Tự, Đỗ Tường Phong bị thực dân Pháp xử tử và cấm tang. Có rước Tiêu Diện Đại Sĩ, hát bội, bắt vịt, đập nồi. Di sản văn hóa phi vật thể quốc gia năm 2015.",bien-tap,
le-hoi-lam-kinh,Lễ hội Lam Kinh,Lam Kinh Festival,lunar,22/8,,khong,tin-nguong,minor,1,1,"2026: 2026-10-01 đến 2026-10-03, chính lễ 2026-10-02, https://tuoitre.vn/mien-phi-tham-quan-di-tich-quoc-gia-dac-biet-lam-kinh-dip-le-hoi-lam-kinh-nam-2026-100260914123241252.htm","Lễ hội tưởng niệm vua Lê Thái Tổ (Lê Lợi) và các công thần khởi nghĩa Lam Sơn, diễn ra 21 tới 23 tháng Tám âm lịch, chính lễ ngày 22 là ngày giỗ vua.",bien-tap,
le-hoi-lang-keo-gia-lam,Lễ hội làng Keo Gia Lâm,Keo Village Festival (Gia Lâm),lunar,6/4,,khong,tin-nguong,minor,0,2,"2026: 2026-05-22 đến 2026-05-24, chính lễ 2026-05-22, https://vov.vn/van-hoa/doc-dao-nghi-thuc-phong-ao-phat-tai-le-hoi-lang-keo-ha-noi-post1294088.vov","Lễ hội làng Keo ở ngoại thành Hà Nội thờ hai vị Thành hoàng là tướng quân Đào Phúc và công chúa Tiên Anh, diễn ra từ mùng 6 tới mùng 8 tháng Tư âm lịch. Nghi thức riêng là thắng kiệu, ""Thần đi đón Phật"" và ""Phong áo Phật""; năm không phải hội lớn thì chỉ làm Phong áo Phật. Di sản văn hóa phi vật thể quốc gia năm 2024.",bien-tap,
le-hoi-lang-sen,Lễ hội Làng Sen,Làng Sen Festival,theo-nam,,,khong,khac,minor,0,0,"2026: 2026-05-18 đến 2026-05-18, chính lễ 2026-05-18, https://nghean.dcs.vn/vi-vn/tin/khai-mac-le-hoi-lang-sen-nam-2026-voi-chuong-trinh-nghe-thuat-dac-sac/6907-881224-769888","Lễ hội của tỉnh Nghệ An tại quê nội Chủ tịch Hồ Chí Minh, tổ chức dịp kỷ niệm ngày sinh của Người 19/5. Có lễ dâng hoa, dâng hương, rước ảnh Bác, triển lãm và chương trình nghệ thuật khai mạc.",bien-tap,
le-hoi-long-tong-ba-be,Lễ hội Lồng Tồng Ba Bể,Lồng Tồng Festival of Ba Bể,lunar,10/1,,khong,tin-nguong,minor,0,0,,"Lễ hội xuống đồng của người Tày quanh hồ Ba Bể, cầu mưa thuận gió hòa, mùa màng tươi tốt. Hằng năm tổ chức mùng 10 tháng Giêng ở bản Bó Lù, xã Nam Mẫu, là Di sản văn hóa phi vật thể quốc gia từ năm 2014.",bien-tap,
le-hoi-mua-thu-y-ty-y-ty-suc-hut-dai-ngan,"Lễ hội mùa Thu Y Tý ""Y Tý - Sức hút đại ngàn""",Y Ty Autumn Festival,theo-nam,,,khong,tin-nguong,minor,0,0,"2026: 2026-08-22 đến 2026-11-15, chính lễ 2026-09-12, https://www.vietnamplus.vn/lao-cai-to-chuc-le-hoi-mua-thu-nam-2026-voi-chu-de-y-ty-suc-hut-dai-ngan-post1130019.vnp","Lễ hội mùa Thu đầu tiên do xã Y Tý tổ chức, chuỗi hoạt động từ 22/8 đến 15/11/2026: trải nghiệm hái và chế biến chè, trình diễn trang phục dân tộc, chạy ""Mùa vàng Y Tý"", chinh phục đỉnh Lảo Thẩn.",bien-tap,
le-hoi-mua-vang-mu-cang-chai,Lễ hội Mùa vàng Mù Cang Chải,Mu Cang Chai Golden Season Festival,theo-nam,,,khong,tin-nguong,minor,0,0,"2026: 2026-08-30 đến 2026-08-30, chính lễ 2026-08-30, https://www.vietnamplus.vn/le-hoi-mua-vang-o-mu-cang-chai-sac-vang-non-cao-khat-vong-phat-trien-post1133455.vnp","Lễ hội chủ đề ""Sắc vàng non cao, khát vọng phát triển"" trên danh thắng ruộng bậc thang Mù Cang Chải, với thi múa khèn Mông, vẽ sáp ong, giã bánh giầy và giải chạy Mù Cang Chải Ultra Trail. Chuỗi hoạt động kéo dài đến tháng 10.",bien-tap,
le-hoi-nghinh-ong-can-gio,Lễ hội Nghinh Ông Cần Giờ,"Nghinh Ông (Whale-God) Festival, Cần Giờ",lunar,16/8,,khong,tin-nguong,minor,0,0,"2026: 2026-09-19 đến 2026-09-27, chính lễ 2026-09-24, https://nhandan.vn/khai-mac-le-hoi-nghinh-ong-thanh-pho-ho-chi-minh-nam-2026-tai-xa-can-gio-post990891.html","Lễ hội truyền thống của ngư dân Cần Giờ, tổ chức từ 14-16 tháng 8 âm lịch (chính lễ 16/8) để cúng tế cá Ông (thần Nam Hải) và cầu mưa thuận gió hòa, được công nhận Di sản văn hóa phi vật thể quốc gia năm 2013.",bien-tap,
le-hoi-nghinh-ong-lai-son,Lễ hội Nghinh Ông Lại Sơn,Lai Son (Hon Son) Whale Worship Festival,lunar,15/10,,khong,tin-nguong,minor,0,1,,"Lễ nghinh thần Nam Hải của ngư dân Kiên Hải, duy trì từ những năm 1990 trên nền tục thờ cá Ông hơn trăm năm; năm 2025 rơi vào 4 và 5/12.",bien-tap,
le-hoi-nghinh-ong-nam-hai-binh-dai,Lễ hội Nghinh Ông Nam Hải Bình Đại,Bình Đại Nghinh Ông Festival,lunar,15/6,,khong,tin-nguong,minor,0,2,"2026: 2026-07-26 đến 2026-07-30, chính lễ 2026-07-26, https://nhandan.vn/ron-rang-le-hoi-nghinh-ong-nam-hai-o-binh-dai-post978533.html","Lễ hội của ngư dân Bình Đại tạ ơn Ông Nam Hải, vị thần hộ mệnh người đi biển, tổ chức ngày 15 tới 17 tháng Sáu âm lịch. Lễ diễn ra ở Lăng Ông Nam Hải, phố chợ Bình Đại và cảng cá Bình Thắng. Di sản văn hóa phi vật thể quốc gia năm 2016.",bien-tap,
le-hoi-nghinh-ong-quan-thanh-de-quan-phan-thiet,Lễ hội Nghinh Ông Quan Thánh Đế Quân Phan Thiết,Phan Thiet Quan Thanh De Quan Procession Festival,theo-nam,,,khong,tin-nguong,minor,0,0,"2026: 2026-09-04 đến 2026-09-06, chính lễ 2026-09-06, https://baolamdong.vn/dac-sac-le-hoi-nghinh-ong-quan-thanh-de-quan-xuat-du-2026-463459.html","Lễ hội của cộng đồng người Hoa Phan Thiết, hai năm một lần vào các năm chẵn; lần thứ 15 năm 2026 có hơn 1.500 người tham gia đoàn rước.",bien-tap,
le-hoi-nghinh-ong-song-doc,Lễ hội Nghinh Ông Sông Đốc,Sông Đốc Whale Worship Festival,lunar,15/2,,khong,tin-nguong,minor,1,0,,"Lễ hội biển lớn nhất Cà Mau, ngư dân rước Ông Nam Hải (cá voi) vào rằm tháng Hai âm lịch để cầu biển lặng, được mùa cá.",bien-tap,
le-hoi-nghinh-ong-thang-tam,Lễ hội Nghinh Ông Thắng Tam,Thang Tam Whale Worship Festival (Nghinh Ong),lunar,16/8,,khong,tin-nguong,minor,0,2,"2026: 2026-09-26 đến 2026-09-27, chính lễ 2026-09-26, https://thanhnien.vn/le-hoi-nghinh-ong-tphcm-2026-ket-noi-2-vung-bien-can-gio-vung-tau-185260924215020538.htm","Lễ nghinh thần Nam Hải của ngư dân Vũng Tàu; năm 2026 thành phố gộp chung không gian với lễ hội Nghinh Ông Cần Giờ, lễ nghinh trên biển diễn ra ngày 26/9 rồi rước Ông về lăng.",bien-tap,
le-hoi-nhay-lua-cua-nguoi-pa-then,Lễ hội nhảy lửa của người Pà Thẻn,Pa Then Fire Dance Festival,lunar,16/10,,khong,tin-nguong,minor,0,0,,"Nghi lễ do thầy cúng chủ trì ngày 16 tháng 10 âm lịch, kết thúc mùa thu hoạch, trai làng lên đồng rồi nhảy chân trần vào đống than hồng để cầu bản làng no ấm. Người Pà Thẻn ở Lâm Bình cũng tổ chức, mùa lễ kéo tới tháng Giêng.",bien-tap,
le-hoi-nu-tuong-le-chan,Lễ hội Nữ tướng Lê Chân,Female General Lê Chân Festival,lunar,8/2,,khong,tin-nguong,minor,1,1,,"Lễ hội tưởng nhớ nữ tướng Lê Chân, người lập trang An Biên, tiền thân của Hải Phòng, diễn ra 7 tới 9 tháng Hai âm lịch.",bien-tap,
le-hoi-ok-om-bok,Lễ hội Ok Om Bok,Ok Om Bok Festival (Khmer Moon Worship),theo-nam,15/10,,khong,tin-nguong,minor,0,0,"2026: 2026-11-18 đến 2026-11-24, chính lễ 2026-11-24, https://dantri.com.vn/du-lich/vinh-long-sap-mo-hoi-ok-om-bok-dua-ghe-ngo-tren-song-lang-the-20260922102418951.htm","Lễ hội tín ngưỡng lớn của người Khmer Nam Bộ, cúng trăng để tạ ơn thần Mặt Trăng, cầu mưa thuận gió hòa, thường đi kèm hội đua ghe Ngo; là Di sản văn hóa phi vật thể quốc gia. Lễ theo lịch Khmer, thường rơi vào quanh rằm tháng Mười âm lịch.",bien-tap,
le-hoi-phao-hoa-quoc-te-da-nang,Lễ hội Pháo hoa quốc tế Đà Nẵng,Đà Nẵng International Fireworks Festival,theo-nam,,,khong,khac,major,0,0,"2026: 2026-05-30 đến 2026-07-11, chính lễ 2026-05-30, https://tuoitre.vn/le-hoi-phao-hoa-quoc-te-da-nang-2026-co-26-hoat-dong-di-kem-khai-mac-toi-30-5-20260514145827395.htm","Cuộc thi trình diễn pháo hoa giữa các đội trong nước và quốc tế trên sông Hàn, diễn ra qua nhiều đêm thi và một đêm chung kết suốt mùa hè. Đi kèm là hàng chục hoạt động văn hóa, du lịch khắp thành phố Đà Nẵng.",bien-tap,
le-hoi-phet-hien-quan,Lễ hội Phết Hiền Quan,Hiền Quan Phết Festival,lunar,13/1,,khong,tin-nguong,minor,1,0,,"Lễ hội ở Hiền Quan, Tam Nông, tưởng nhớ Thiều Hoa công chúa, nữ tướng thời Hai Bà Trưng, và Mộc Trang Đại vương thời Đinh. Hội diễn ra 12 và 13 tháng Giêng, chính hội ngày 13. Tục cướp phết từng là phần chính, những năm gần đây địa phương đổi cách tổ chức và có năm không tranh phết.",bien-tap,
le-hoi-phu-day,Lễ hội Phủ Dầy,Phủ Dầy Festival,lunar,3/3,,khong,tin-nguong,major,0,0,,"Lễ hội Phủ Dầy diễn ra từ mùng 3 đến mùng 10 tháng 3 âm lịch, chính hội vào mùng 3/3, tại xã Kim Thái, huyện Vụ Bản, Nam Định, thờ Thánh Mẫu Liễu Hạnh, một trong Tứ Bất Tử của tín ngưỡng dân gian Việt Nam.",bien-tap,
le-hoi-quan-the-am-ngu-hanh-son,Lễ hội Quán Thế Âm Ngũ Hành Sơn,Quán Thế Âm Festival at Ngũ Hành Sơn,lunar,19/2,,khong,tin-nguong,minor,2,0,,"Lễ hội Phật giáo lớn nhất Đà Nẵng, diễn ra 17 tới 19 tháng Hai âm lịch, chính hội ngày vía Quán Thế Âm đản sinh.",bien-tap,
